TM_Number,transcription_url,committee_avg,committee_min,committee_max,Date_notAfter,text,text_raw
3121,https://papyri.info/ddbdp/p.dion;;40/source,-143.8202247191012,-167.0,-117.0,-0112,διονυσιοσκεφαλατοσπερσηστησεπιγονησωνιωιαμμωνιουμακεδονιεκατονταρχωιτηστονοσηγεμονιασακωριτων,"
Διονύσιος Κεφαλᾶτος Πέρσης τῆς ἐπιγονῆς
ωνίωι Ἀμμωνίου Μακεδόνι ἑκατοντάρχωι
τῆς τονος ἡγεμονίας Ἀκωριτῶν
 "
39648,https://papyri.info/ddbdp/sb;1;4856/source,536.323033707865,520.5,556.0,0643,μαριασκαιπαντωντωναγιωνπαχωνινδικτιονοσθεοδωρακιωευσεβεστατωεσαμινου,"

Μαρίας καὶ πάντων τῶν
ἁγίων, Παχὼν 
 ἰνδικτίονος 
Θεοδωρακίῳ 
εὐσεβεστάτῳ 
εσαμίνου 
 "
41062,https://papyri.info/ddbdp/bgu;1;323/source,576.7724719101125,554.0,592.5,0651-06-14,δεκατησινδικτιωνοσενεπαρσινοησφλαουιωσενουθιωπαπνουθιωτωευκλεεστατωδουκιτουενδοξοτατουιλλουστριουκαικττησαρσινοιτωνπολεωσκαιιουστουτουμεγαλοπρεπεστατουδιοικητουουσιασθεοδοσιουτουτησενδοξουμνημησαυρηλιοσμηνασμειζωνυιοσγεωργιουαποεποικιουκοτουαρσινοιτουνομουχαιρεινομολογωεκουσιαγνωμηεπομνυμενοσθεονπαντοκρατοραετοιμωσεχεινεωσεικαδοστουπαροντοσμηνοσπαυνιαρχητησπαρουσησδεκατησινδικτιωνοσεισκατοχηνποιησωπανταταονταεντωμουχωριωξεναπροσωπακαιταυταεπιζητησωκαιπαραδωσωτηυμετεραευκλειαειδεπιτησπροθεσμιασμητουτοπραξωενεχεσθαιμεαυτηυπερεκαστουπροσωπουπαρασχεινχρυσουλιτραμιανμετατουτοκαιυποκεισθαιμετημειτοκαιυποκεισθαιτηκεφαλητικητιμωριαωστοιχειμοιπαντα,"

 δεκάτης ἰνδικτίωνος ἐνἐπʼ Ἀρσινόης 
Φλαουίῳ ΣενουθίῳΠαπνουθίῳ τῷ εὐκλεεστάτῳ δουκὶ 
τοῦ ἐνδοξοτάτου ἰλλουστρίου καὶ κτ
τῆς Ἀρσινοιτῶν πόλεως καὶ Ἰούστου τοῦ μεγαλοπρεπεστάτου
διοικητοῦ οὐσίας Θεοδοσίου τοῦ τῆς ἐνδόξου μνήμης 

    Αὐρήλιος Μηνᾶς μείζων υἱὸς Γεωργίου
ἀπὸ ἐποικίου Κο τοῦ Ἀρσινοίτου νομοῦ χαίρειν. ὁμολογῶ
ἑκουσίᾳ γνώμῃ ἐπομνύμενος θεὸν παντοκράτορα
ἑτοίμως ἔχειν ἕως εἰκάδος τοῦ παρόντος μηνὸς 

    Παῦνι ἀρχῇ τῆς παρούσης δεκάτης ἰνδικτίωνος  
εἰς κατοχὴν ποιήσω πάντα τὰ ὄντα ἐν τῷ
μου χωρίῳ ξένα πρόσωπα καὶ ταῦτα ἐπιζητήσω
καὶ παραδώσω τῇ ὑμετέρᾳ εὐκλεΐᾳ. εἰ δʼ ἐπὶ τῆς
προθεσμίας μὴ τοῦτο πράξω, ἐνέχεσθαί με
αὐτῇ ὑπὲρ ἑκάστου προσώπου παρασχεῖν
χρυσοῦ λίτρα μίαν  μετὰ τοῦτὸ καὶ ὑποκεῖσθαί με τῇμειτο καὶ ὑποκεῖσθαι τῇ
κεφαλητικῇ τιμωρίᾳ ω
στοιχεῖ μοι πάντα 
 "
41429,https://papyri.info/ddbdp/sb;1;4424/source,-124.9297752808989,-150.0,-90.5,0260-12-08,αιωνιβουκολωεμοιεριαπραγματικωκτηφαμενωθιφανινουθισφοινικεσαεισστεγασμαδοκιωνονοισκαιονηλαταισονελαταισ,"
Αἴωνι βουκόλῳ 
ἐμοὶ ἔρια 
πραγματικῷ 
κτη
Φαμενὼθ ιϛΦανινοῦθις 
φοίνικες α
εἰς στέγασμα 
δοκιων
ὄνοις καὶ ὀνηλάταιςὀνελάταις  "
41442,https://papyri.info/ddbdp/p.laur;3;106/source,-73.60955056179776,-160.0,-20.75,0253-02-24,αμμωνιανοσαρειωτωιαδελφιδιωιχαιρεινεπειαναγκημοιεγενετομκουεινδιαλλησοδουαναγκαιουχαρινμεταλληνεκτουτουουνσυμηλεναλογωσκαταλαλειγραφωσοιινειδησειδηισκαιμηκετιαναντιτοισαλλαπανυπρωσγαρεστινεκτωνραπροσδοκανυπερεγγυσεστιτουθεατρουερρωσθαισεευχομαι,"
Ἀμμωνιανὸς  Ἀρείῳ τῶι ἀδελφιδίωι
χαίρειν. ἐπεὶ ἀνάγκη μοι ἐγένετο μκου 

    ειν διʼ ἄλλης ὁδοῦ ἀναγκαίου χάριν μετʼ ἄλλην
ἐκ τούτου οὖν σὺ μὴ Λεν ἀλόγως καταλαλεῖ 

     γράφω σοι ἵνʼ εἴδῃςεἴδηις καὶ μηκέτι ἀν

    αντι τοῖς  ἀλλὰ πάνυ 

    πρ vestiges 
ὡς γὰρ ἐστιν εκ τωνρα
προσδοκᾶν ὑπὲρ vestiges 
ἐγγύς ἐστι τοῦ θεάτρου. ἐρρῶσθαί σε εὔχομαι "
41443,https://papyri.info/ddbdp/p.mich;9;542/source,-47.14887640449439,-78.75,-9.5,0212,μεχιριαρχιερατευσαντικαισερηγενομενωβουλευτηβιβλιοφυλαξιενκτησεωναρσινοιτουπαρατυρουσερηνουστρατιωτουσπειρησπρωτησαπαμηνωνεκατονταρχιασταυρινουαπογραφομαιδιαυμωνηνηγορασατηενεστωσηημεραπαρατααρπακυσεωσαπολλωνιουτουσαραπιωνοσπροτερονχρηματιζουσησαποκωμησκαρανιδοσμεταδετηνγενομενηναυτησπροστονγενομενοναυτησανδρααμμωνιονκοσμητευσαντασυνελευσιναποαμφοδουφρεμιαπογεγραμμενησδιατωνπροτερωνβιβλιοφυλακωνμετακυριουοσρηταιδιαρριουγεμελλουιερεωσεξηγητουαφροδιπουτουπνεφερωτοσαποκωμησστρατωνοσεντηαυτηκωμηστρατωνοστηνοικιανκαινηνμονοστεγονκαιαυληνπροτερονουσανανπεριτετιχισμενηναναυτησπονμ,"
    Μεχὶρ  
ι ἀρχιερατεύσαντι καὶ Σερη
γενομένῳ   βουλευτῇ βιβλιοφύλαξι ἐνκτήσεων Ἀρσινοίτου
παρὰ Τύρου Σερήνου στρατιώτου σπεί

    ρης πρώτης Ἀπαμηνῶν ἑκατοντάρ

    χίας Ταυρίνου. ἀπογράφομαι διὰ ὑμῶν 

    ἣν ἠγόρασα τῇ ἐνεστώσῃ ἡμέρᾳ 

    παρὰ Τααρπακύσεως Ἀπολλωνίου 

    τοῦ Σαραπίωνος πρότερον χρημα

    τιζούσης ἀπὸ κώμης Καρανίδος 

    μετὰ δὲ τὴν γενομένην αὐτῆς πρὸς 

    τὸν γενόμενον αὐτῆς ἄνδρα Ἀμ

    μώνιον κοσμητεύσαντα συν

    έλευσιν ἀπὸ ἀμφόδου Φρεμὶ ἀπο

    γεγραμμένης διὰ τῶν προτέρων βιβλιοφυλάκων
μετὰ κυρίου ὃς ᾕρηται διʼ Ἀρρίου Γε

    μέλλου ἱερέως ἐξηγητοῦ Ἀφροδι
που τοῦ Πνεφερῶτος ἀπὸ κώ
μης Στράτωνος ἐν τῇ αὐτῇ κώμῃ 

    Στράτωνος τὴν οἰκίαν καινὴν μονόστεγον 

    καὶ αὐλὴν πρότερον οὖσαν Αν
περιτετιχισμένην αναυτης
πονμ
 "
41919,https://papyri.info/ddbdp/o.mich;1;160/source,-131.623595505618,-168.0,-76.75,0284,ετουσαεπιφιθμανησμαρωνοσκαρανιδοσκριθησαρταβασδ,"
ἔτους α Ἐπὶφ ιθ
Μάνης Μάρω

    νος Καρανίδος 

    κριθῆς ἀρτάβας δ 𐅵. "
42124,https://papyri.info/ddbdp/o.mich;1;363/source,86.59269662921346,20.5,174.0,0284,θησαυρουοριοδεικτιασκαρανιδοσονοματοσμανησμαρωνοσδιακτηνωναρσινοιτουονουστεσσαραστεσσαρεσγινονταιδαετουσπαχωνκα,"
θησαυροῦ ὁριοδεικτίας Καρανίδος ὀνόματος
Μάνης Μάρωνος διὰ κτηνῶν
Ἀρσινοΐτου ὄνους τέσσαραςτέσσαρες, γίνονται δ. 

    α ἔτους Παχὼν κα. "
42126,https://papyri.info/ddbdp/o.mich;1;365/source,87.47471910112357,6.75,188.75,0284,θησαυρουοριοδεικτιασκαρανιδοσαετουσμανησμαρωνοσηρακλεοπολιτουονουσδεκαεπταγινονταιιζετουσβμεχειρια,"
θησαυροῦ ὁριοδεικτίας Καρανίδος α ἔτους Μάνης Μάρωνος 

    Ἡρακλεοπολίτου ὄνους δεκαεπτά, γίνονται ιζ. 

    ἔτους β Μεχεὶρ ια. "
42152,https://papyri.info/ddbdp/o.mich;1;389/source,-99.85674157303374,-133.0,-49.25,0284,γενηματοσδετουσονοματοσμανημανησμαρωνοσκαιηρωιδοσηρωεισαδελφησσακκουσσακκοιιγδιακτηνωνσαλακωνοσκαιδιδαετουσεμεχειρε,"
γενήματος δ ἔτους
ὀνόματος ΜάνηΜανης Μάρω

    νος καὶ ἩρωίδοςἩρώεις ἀδελφῆς
σάκκουςσάκκοι ιγ διὰ κτη

    νῶν Σαλακῶνος 

    καὶ Διδᾶ. 

    ἔτους ε Μεχεὶρ 

    ε. "
44414,https://papyri.info/ddbdp/p.lips;2;131/source,-90.99157303370787,-110.25,-69.5,0046,πετεσουχωιμαρρειουσπροστατησυνοδουιερεωνδιαψενκηβκιοστουψοιφιοσεπιστατουκαιτοισλοιποισσυνοδιταισπαρασιγηριοστουπαωπιοσκαιπνεβτυνιοστουψοιφιοσιερεωντησαυτησσυνοδουεπειοκυριοσημωνσεκνεβτυνισοθεοσμεγασεκρινενυμεινσσυνοδουσκαιμεμησου,"
Πετεσούχωι Μαρρείους

    προστάτῃ συνόδου ἱερέων

    διὰ Ψενκήβκιος τοῦ Ψοίφιος

    ἐπιστάτου καὶ τοῖς λοιποῖς

    συνοδίταις

    παρὰ Σιγὴριος τοῦ Παώπιος
καὶ Πνεβτύνιος τοῦ Ψοίφιος
ἱερέων τῆς αὐτῆς συνόδου.

    ἐπεὶ ὁ κύριος ἡμῶν Σεκνεβτῦνις
ὁ θεὸς μέγας ἔκρινεν ὑμεῖν
ς συνόδους καὶ με
μης

    ου
"
58174,https://papyri.info/ddbdp/psi;13;1327r/source,-123.0,-153.0,-85.0,0189,υτωννραρουραιληυκζεσπαρμεναιπυρωαρουραιροδσικριθηαρουραιμβλαχανωιαρουραικαλινοκαλαμηαρουραιιηχορτοκοπηαρουραιλεχορτοβρωματιαρουραιοηιρκηφακωιαρουραικβυπερωνσυναγονταιπυρουαρταβαιαχβγαχλδγκριθησαρταβαιαγηρκγηπαγη,"

ὑτωννρ ἄρουραι λη   υκζ 
ἐσπαρμέναι πυρῷ      ἄρουραι ροδ 𐅵 σιϛ 𐅵
κριθῇ                    ἄρουραι μβ 𐅵
λαχάνωι                  ἄρουραι κα 𐅷
λινοκαλάμῃ               ἄρουραι ιη 𐅵
χορτοκοπῇ                ἄρουραι λε 𐅵
χορτοβρώματι ἄρουραι ο η ιϛ ρκη
φακῶι                    ἄρουραι κβ 𐅸

ὑπὲρ ὧν συνάγονται πυροῦ ἄρταβαι Αχβ γΑχλδ γ
κριθῆς ἄρταβαι αγ 𐅷 η ρκϛ γ η πα γ η
"
64373,https://papyri.info/ddbdp/p.aktenbuch;;pag3_8/source,-95.24157303370788,-119.75,-82.0,0359-06-16,υσαιτεκνααεεθδεχωλογωονοφριοηγεμωναιδεσθητιπρωτατακαιτηνσυνειδησιντουτωνπεπραγμενωνκαιρυτδετεκαιρυτδδετηδεηγυναικισευτηνπροαιρεσινσουαπεδειξασαπεδιξαισεμαθετεελαθεδεπαραζεφυριωιγνωμηναπβαλαναβαλικπροστιναγυναικακαταλημφθεισανυποτουαδικουμενουεδικημενοσμεταμοιχουκαιτουανδροσβαινομενουβαενξιφειξιφιμονωεπιτονμοιχοντουδεποικαταφυγοντοσηγυνησωφρονιασωφρονιασωφρονιααιρησασασαξιφοσαποτουανδροστουονκαιριπτεισητασαητοδεοδετοδεξιφοσκαταλαβουσακαταλαβωνκαταλαβουσαπατασσειτονφευγοντατηνφευγουσαντονφευγοντακαιφονευειοηγεμωνκαληγαρπροσκρισινωσμηπρεπουσακαληγαροσμηρυσασατοξιφοσηνεγκεναιαλλυπηρετηνξιφοσκεναιαλλυπερετηνδειτησαληθειασδαληθειασατεγαρενομιζεσενιεκειναασεβηασεβηεποιησενανεφευγενλαβουσατοννδιδασκαλονουεσδιδασκαλονεκριντοινυνσιτηνσωφρονιανσωφρονιζουσανσωφρονιανξιφιαποθνησκειναπεκτεινε,"
υσαι
  τέκνα αε 
εθδεχω
λογω􏰂 Ὀνο􏰁φρι
ὁ ἡγεμών·

    αἰδέσθητι πρῶτα τα
καὶ τὴν συνείδησιν τοῦ τῶν πεπραγμένων 
καιρύτδετεκαιρύτδ δὲ τῇδὲ η γυναικὶ σευ
τὴν προαίρεσίν σου ἀπέδειξαςἀπέδιξαις. ἐμάθετεἔλαθε δὲ
παρὰ Ζεφυρίωι γνώμην απβαλανα2.βαλικ

πρός τινα γυναῖκα καταλημφθεῖσαν

    ὑπὸ τοῦ ἀδικουμένουἐδικημένος μετὰ μοιχοῦ. καὶ τοῦ

    ἀνδρὸς βαινομένουβαεν ξίφειξίφι μόνῳ ἐπὶ τὸν

    μοιχόν, τοῦ δέ ποι καταφυγόντος ἡ γυνὴ

    ΣωφρονίασωφρονιαΣωφρονία αἱρήσασασα ξίφος ἀπὸ τοῦ ἀνδρὸςτοῦ ον
καὶ ῥίπτει σητασαη τὸ δὲὁ δὲτόδε ξίφος
καταλαβοῦσακαταλαβὼνκαταλαβοῦσα πατάσσει τὸν φεύγοντατὴν φεύγουσαντὸν φεύγοντα
καὶ φονεύει.

ὁ ἡγεμών·

    καλῇ γὰρ πρὸς κρίσιν ὡς μὴ πρέπουσακαλη γὰρ ος μη ρυσασα
τὸ ξίφος  ἠνεγκέναι. ἀλλ’ ὑπηρ

    έτηνξίφος κέναι, αλλ’ ὑπερἔτην δεῖ  τῆς ἀληθείαςδ ἀληθείας. ἅτε γὰρ

    ἐνόμιζες ενι ἐκεῖνα  ἀ
σεβῆ ἀσεβῆ ἐποίησεν ἂν ἔφευγεν 
λαβοῦσα τὸν ν
διδάσκαλον ουεσδιδάσκαλον 
ἐκριν
τοίνυν σι
τὴν Σωφρονίανσωφρονίζουσαν Σωφρονίαν 
ξίφι ἀποθνῄσκεινἀπέκτεινε 
"
704205,https://papyri.info/ddbdp/p.eirene;4;14/source,-131.9831460674157,-159.75,-97.25,0257-08-23,ηραισκασκαιμελαστωκηλεαχαιρεινκαλωσποιεισμηοκνωνδιεισταδιαφερονταημινευθυμοτερουσγαρημασεποιησασδιαπεμψαμενοσημινταυτασουταγραμματαεφησανοικωμαρχαιλεγεινλεγινοτιεπληρωσαμεντονισιδωρονπαδραχμαστλοιπονδετωπροτερωμηνιπαυνιδραχμασσκαικαστοροσασεημινδραχμασρηασφαλωσουνεχετασαλωνιασαμεσυσουκαιδηλωσονημιντηνποσοτητατουαρνοσιακαιγαρεπικειμεθαεπικιμεθααυτοισπζιστουστρατιωτουαντιγραφ,"
Ἡραίσκας καὶ Μέλας τῷ Κηλέᾳ χαίρειν.

    καλῶς ποιεῖς μὴ ὀκνῶν δι εἰς τὰ διαφέροντα

    ἡμῖν. εὐθυμοτέρους γὰρ ἡμᾶς ἐποίησας δια

    πεμψάμενος ἡμῖν ταῦτά σου τὰ γράμματα.

    ἔφησαν  οἱ κωμάρχαι λέγεινλέγιν ὅτι  ἐπληρώσα

    μεν τὸν Ἰσίδωρον πα δραχμὰς τ, λοιπὸν δὲ τῷ προτέ-

    ρῳ μηνὶ Παῦνι δραχμὰς σ καὶ Κάστορος ἃς ε
ἡμῖν δραχμὰς ρη.  ἀσφαλῶς οὖν ἔχε τὰς ἁλωνίας

    Ἀμεσύσου καὶ δήλωσον ἡμῖν τὴν ποσότητα
τοῦ αρνοσια


 καὶ γὰρ ἐπικείμεθαἐπικίμεθα αὐτοῖς π
- ζις τοῦ στρατιώτου ἀντιγραφ
"
704869,https://papyri.info/ddbdp/p.koeln;15;611/source,-104.3820224719101,-137.0,-63.5,0008,αργυριουνομισματοσδραχμασιτετρωβολοναισουδενπροσηκταιαποδοτωσανδεαιδεδανεισμεναιταστουαργυριουδραχμασιτετρωβολονμηνιεβδομουκαιτριακοστουετουσχωρισπασησυπερθεσεωσεανδεμηαποδωσικαθαγεγραπταιαποτεισατωσαναιδεδανεισμεναιτωιβασσωιτομενπροκειμενονκεφαλαιονμεθημιολιαστονδετοκοντησυπερχρονιαστονκαθηκοντατησδεπραξεωσουσησεκτετωνδεδανεισμενωνεκτεαυτωνκαιεξενοσκαιεξησουεαναυτωναιρηταικαιεκτωνυπαρχοντωναυταισαυτοισπαντωνκαθαπερεκδικησακυρωνουσωνκαιωνεανεπενεγκωσιπιστεωνπασωνσκεπησπασησφαμενωθδιασαραπιωνοσκεχρηματισται,"

 ἀργυρίου νομίσματος
δραχμὰς ι τετρώβολον 
 αἷς οὐδὲν προσῆκται. ἀποδότωσαν
δὲ αἱ δεδανεισμέναι τὰς τοῦ ἀργυρίου δραχ
μὰς  ι τετρώβολον μηνὶ
 ἑβδόμου καὶ τρια
κοστοῦ ἔτους χωρὶς πάσης ὑπερθέσεως
 ἐὰν δὲ μὴ ἀποδῶσι καθὰ γέγραπται,  
ἀποτεισάτωσαν αἱ δεδανεισμέναι τῶι Βάσσωι 
τὸ μὲν προκείμενον κεφάλαιον μεθ’ ἡμιολίας, 
τὸν δὲ τόκον τῆς ὑπερχρονίας τὸν καθήκοντα,
τῆς δὲ πράξεως οὔσης ἔκ τε τῶν δεδανεισμένων
 ἔκ τε αὐτῶν καὶ ἐξ ἑνὸς καὶ ἐξ ἧςοὗ ἐὰν αὐτῶν  
αἱρῆται καὶ ἐκ τῶν ὑπαρχόντων αὐταῖςαὐτοῖς πάντων κα
θάπερ ἐκ δίκης ἀκύρων οὐσῶν καὶ ὧν ἐὰν ἐπενέγ 
κωσι πίστεων πασῶν σκέπης πάσης vac.
 Φαμενὼθ  διὰ Σαραπίωνος
 vac.
κεχρημάτισται
"
704870,https://papyri.info/ddbdp/p.koeln;15;612/source,-152.9719101123596,-179.75,-122.25,0037,ξενπλοιοισβπυρουαρταβωναιχωρισεπιμηνιωναφδραχμαιτωνκατηγμενωνενπλοιοιστεσσαρσιαρταβωνβωηαιχωρισεπιμηνιωνπυρουαρταβαιβψαρτιδραχμαιαωενορμιουκαιαναλωματοσανηλωματοστωνπροκειμενωνπλοιωνδεκδραχμωνιβτριωβολουδραχμαινεργολαβιοναργολαβιοντωνπροκειμενωναρταβωνβψωστωνραρταβωντετρωβολονδραχμαιιηντοτου,"

ξ ἐν πλοίοις β πυροῦ ἀρταβῶν , αἳ χωρὶς

ἐπιμηνίων  Αφ  δραχμαὶ ϡ
 τῶν κατηγμένων ἐν πλοίοις τέσσαρσι
ἀρταβῶν Βωη, αἳ χωρὶς ἐπιμηνίων πυροῦ ἀρτάβαι Βψ
ἀρτι  δραχμαὶ Αω
ἐνορμίου καὶ ἀναλώματοςἀνηλώματος τῶν προκειμένων

πλοίων δ   ἐκ δραχμῶν ιβ τριωβόλου  δραχμαὶ ν
ἐργολάβιονἀργολάβιον τῶν προκειμένων ἀρταβῶν Βψ
ὡς τῶν ρ ἀρταβῶν τετρώβολον δραχμαὶ ιη
ντο του


"
704872,https://papyri.info/ddbdp/p.koeln;15;615/source,70.62921348314607,44.25,90.0,0153,ανοσαποτησαυτησομολογουμεναπεχεινπαρασουδιαηλιοδωρουκαινουμηνιουπροστηεπιτουπροσοξυρυγχωνπολεισαραπειουτραπεζηαργυριουδραχμασεκατονκεφαλαιουασοσημαινομενοσημωνπατηροννωφρισευχρηστησεσοικαταχειρογραφονδιατησαυτηστραπεζησγεγονοσεντοισεμπροσθενχρονοισοφασκομενπαραπεπτωκεναιμηδεεγκαλεινσοιπεριμηδενοσαπλωσμεχριτησενεστωσησημερασαλλακαιεπαναγκονδιαπαντοσπαρεξασθαιταομολογηθεντασοιπασηβεβαιωσειμεχριτησενεστωσησημερασκαιακυρονειναιημινκαιπαντιτωαποδοντιτοτουδανειουγραμματιονκυριαηαποχηετουσαυτοκρατοροσκαισαροσ,"


ανος ἀπὸ τῆς αὐτῆς
ὁμολογοῦμεν ἀπέχειν παρὰ σοῦ
διὰ Ἡλιοδώρου καὶ Νουμηνίου
πρὸς τῇ ἐπὶ τοῦ πρὸς Ὀξυρύγχων
πόλει Σαραπείου τραπέζῃ ἀργυρίου
δραχμὰς ἑκατὸν κεφαλαίου, ἃς
ὁ σημαινόμενος ἡμῶν πατὴρ 
Ὀννῶφρις εὐχρήστησε σοὶ
κατὰ χειρόγραφον διὰ τῆς αὐτῆς
τραπέζης γεγονὸς ἐν τοῖς ἔμ
προσθεν χρόνοις ὃ φάσκομεν
παραπεπτωκέναι μηδὲ ἐγ
καλεῖν σοι περὶ μηδενὸς ἁπλῶς
μέχρι τῆς ἐνεστώσης ἡμέρας
ἀλλὰ καὶ ἐπάναγκον διὰ παντὸς
παρέξασθαι τὰ ὁμολογηθέν
τα σοι πάσῃ βεβαιώσει μέ
χρι τῆς ἐνεστώσης ἡμέρας καὶ
ἄκυρον εἶναι ἡμῖν καὶ παντὶ τῷ ἀπο
δόντι τὸ τοῦ δανείου γραμμάτιον.
κυρία ἡ ἀποχή. ἔτουςΑὐτοκράτορος
Καίσαρος 

"
74920,https://papyri.info/ddbdp/o.masada;;778/source,-115.4775280898876,-153.0,-65.5,0074,διααμαραντουεαβ,"
διὰ Ἀμαράντου 

    εα β "
74921,https://papyri.info/ddbdp/o.masada;;779/source,-123.6488764044944,-170.75,-68.75,0074,αμινιασδραχμασηλυκιασδραχμασηαυτοσαλλασδραχμασθλαζαρμασαραιουδραχμασδ,"
Ἀμινίας        δραχμὰς η
Λυκίας          δραχμὰς η
αὐτὸς ἄλλας   δραχμὰς θ
Λαζαρ Μασαραίου δραχμὰς δ "
74922,https://papyri.info/ddbdp/o.masada;;780/source,-118.9831460674157,-159.25,-60.75000000000001,0074,η,"

ϙ
η "
74923,https://papyri.info/ddbdp/o.masada;;781/source,-110.376404494382,-158.5,-54.75,0074,δπαρατουδεινοστοναπο,"
δ
παρὰ τοῦ δεῖνος 
τον
απο "
74926,https://papyri.info/ddbdp/o.masada;;784/source,-117.311797752809,-159.0,-59.75,0074,λεακαιαμμ,"

 Λεα
καιαμμ "
74927,https://papyri.info/ddbdp/o.masada;;785/source,-104.4831460674157,-144.75,-55.00000000000001,0074,μαριαμκυψελου,"
Μαριὰμ
Κυψέλου "
74928,https://papyri.info/ddbdp/o.masada;;786/source,-135.0168539325843,-177.5,-80.25,0074,διαδοχοσ,"
Διάδοχος "
74929,https://papyri.info/ddbdp/o.masada;;787/source,-104.7415730337079,-139.25,-54.75,0074,ατουντων,"
ατουντων "
74930,https://papyri.info/ddbdp/o.masada;;788/source,-115.8230337078652,-152.75,-60.25,0074,αππιοσσμαρκοσ,"
Ἄππιος ς
 Μᾶρκος "
74931,https://papyri.info/ddbdp/o.masada;;789/source,-105.4915730337079,-148.5,-56.75,0074,υοισα,"
υοισα
 "
74932,https://papyri.info/ddbdp/o.masada;;790/source,-119.564606741573,-159.75,-61.5,0074,αρζοα,"
αρζοα "
74933,https://papyri.info/ddbdp/o.masada;;791/source,-117.7921348314607,-158.5,-59.25,0074,δαφθ,"
δ α
φ θ "
74934,https://papyri.info/ddbdp/o.masada;;792/source,-118.1151685393259,-157.25,-60.25,0074,αθ,"
αθ "
756866,https://papyri.info/ddbdp/p.mich;21;832/source,-87.83988764044943,-109.75,-57.75,0137,βηιδραχμροδκαροσκαιαπολογουπαντοσλογουσυστασδελοιπασενγυοσηρμντουεισιοντοσισιοντοσετουσδραχμπληρλογοεπικρατουμεναιυποιουλιουυστρατηγουπολεμωνοσμεριδοσουτησαυτησεπιφαμενωθδραχμα,"

βηι δραχμ-  ροδ κα
ρος καὶ ἀπὸ λόγου 
 παντὸς λόγου συ
ς τὰς δὲ λοιπὰς 
 ἔνγυος ηρ
 μν τοῦ εἰσίοντοςἰσίοντος ἔτους 
 δραχμ- 
 πληρ λογο
 ἐπικρατούμεναι ὑπὸ Ἰουλίου 
υ στρατηγοῦ Πολέμωνος 
μερίδος ου τῆς αὐτῆς 
 ἐπὶ Φαμενὼθ  δραχμ-  Α 

"
786109,https://papyri.info/ddbdp/psi;17;1691/source,-117.8960674157304,-157.75,-57.25,0205-08-29,εξηγητη,"
 ἐξηγητῇ 


"
78012,https://papyri.info/ddbdp/p.berl.salmen;;14/source,-115.2668539325843,-136.0,-87.75,-0086-12-17,μεταγραφενμεθαγρετουσλβχοιαχετοθοηιαντιγραφειθησαυρουπεριτιλωθινεανοιπαραλεωνιδουτουτεταγμενουπροστηισιτολογιαιμετωσικατατονπαρασαραπιωνοστωνπρωτωνφιλωνκαιεπιτωνπροσοδωνχρηματισμονεισσπερματαειστουσανσυγγενειεντωινομωικληρουσακοτιτωντουαντιοχουπροτερονληφθεισησαυτουαυτωνχειρογραφιασορκουβασιλικουπεριτουκατασπερειντουσγεωργουμενουσκληρουσβασιλικονκαθηκκαιπαραδωσεινεκεγνεωνανυπολογονπαντοσυπολογου,"
μεταγραφένμεθαγρ ἔτους λβ Χοιὰχ ε 
 Τοθόηι ἀντιγραφεῖ θησαυροῦ περὶ Τίλωθιν.

    ἐὰν οἱ παρὰ Λεωνίδου τοῦ τεταγμένου πρὸς τῆι σιτολογίαι
μετῶσι κατὰ τὸν παρὰ Σαραπίωνος τῶν πρώτων φίλων καὶ ἐπὶ τῶν
προσόδων χρηματισμὸν εἰς σπέρματα εἰς τοὺς αν
συγγενεῖ ἐν τῶι νομῶι κλήρους α
κότι τῶν τοῦ Ἀντιόχου πρότερον ληφθείσης αὐτοῦαὐτῶν χειρογραφίας
ὅρκου βασιλικοῦ περὶ τοῦ κατασπερεῖν τοὺς γεωργουμένους
κλήρους   βασι
λικὸν καθηκ καὶ παραδώσειν
ἐκἐγ νέων ἀνυπόλογον παντὸς ὑπολόγου 
"
78074,https://papyri.info/ddbdp/o.did;;40/source,-79.77808988764049,-113.75,-13.0,0219,ουαλεριωαπολιναριωεπιτροπωσεβαστουπαραισιδωρουκουρατοροσδιδυμωνδηλωμηλωσοικυριεμουκατεβηνενκοπτωμεχειρογδοηκαιεικαδιπεριτωντριωνκαδωνωνεδωκααλλαγηναιανηνεγκααυταοσαεποιησεεποιησαιοπετρωνιοσοβαρβαροσμεμαρτυροποιημαιτονππαπριγκιπατπαενωπιοντωνιωτωνστρατιωτωνα,"
Οὐαλερίῳ  Ἀπολιναρίῳ ἐπιτρόπῳ

     Σεβαστοῦ 
παρὰ Ἰσιδώρου κουράτορος Διδύ

    μων· δηλῶμηλω σοι, κύριέ μου, κατέ

    βην ἐν Κόπτῳ Μεχεὶρ ὀγδόῃ καὶ

    εἰκάδι · περὶ τῶν τριῶν κάδων ὧν

    ἔδωκα ἀλλαγῆναι ἀνήνεγκα αὐ

    τὰ ὅσα ἐποίησεἐποίησαι ὁ Πετρώνιος ὁ

    βάρβαρος· μεμαρτυροποίημαι

    τὸν π παπρίγκιπατ πα ἐνώπιον τῶν

    ιωτων στρατιωτῶν
α

    "
